is_code,line
1,"const radius = 6371000; // radius of Earth in meters"
1,"const gravitationalConstant = 6.67430e-11; // gravitational constant in m^3 kg^-1 s^-2"
1,"const planetMass = 5.972e24; // mass of Earth in kg"
1,"const orbitalVelocity = calculateOrbitalVelocity(radius, gravitationalConstant, planetMass);"
1,"console.log(`The orbital velocity required to achieve a stable orbit around Earth is ${orbitalVelocity.toFixed(2)} m/s`);"
0,"```"
0,"In this function, `radius` is the distance from the center of the planet to the satellite in meters, `gravitationalConstant` is the gravitational constant in m^3 kg^-1 s^-2, and `planetMass` is the mass of the planet in kg. The function calculates the velocity required for a stable orbit using the formula `v = sqrt((G * M) / r)` where `v` is the orbital velocity."
0,"The test in the code calculates the orbital velocity required to achieve a stable orbit around Earth and logs the result to the console. You can run this code in a JavaScript environment like a browser console or Node.js to see the calculated velocity."
0,"Sure! Here is a JavaScript function that calculates the escape velocity of an object based on its mass and radius:"
0,"```javascript"
1,"function calculateEscapeVelocity(mass, radius) {"
1,"  const G = 6.67430e-11; // Gravitational constant in m^3/kg/s^2"
1,"  return Math.sqrt((2 * G * mass) / radius);"
1,"}"
1,"// Test the function with an example mass and radius"
1,"const mass = 5.972e24; // Earth's mass in kg"
1,"const radius = 6.371e6; // Earth's radius in meters"
1,"const escapeVelocity = calculateEscapeVelocity(mass, radius);"
1,"console.log(`The escape velocity for an object with mass ${mass} kg and radius ${radius} meters is ${escapeVelocity} m/s.`);"
0,"```"
0,"You can copy and paste this code into a JavaScript environment (such as a browser console or a Node.js environment) to see the calculated escape velocity for the given mass and radius."
0,"Sure! Here is a JavaScript function that computes the period of a planet's orbit around its star:"
0,"```javascript"
1,"function calculateOrbitalPeriod(semiMajorAxis, starMass) {"
1,"    const G = 6.67430e-11; // Gravitational constant in m^3 kg^-1 s^-2"
1,"    const pi = Math.PI;"
1,"    const orbitalPeriod = 2 * pi * Math.sqrt(Math.pow(semiMajorAxis, 3) / (G * starMass));"
1,"    return orbitalPeriod;"
1,"}"
1,"// Test the function with semi-major axis of 1 AU and star mass of 1 solar mass"
1,"const semiMajorAxis = 1; // in astronomical units (AU)"
1,"const starMass = 1.989e30; // in kilograms (mass of the Sun)"
1,"const period = calculateOrbitalPeriod(semiMajorAxis * 1.496e11, starMass);"
1,"console.log(`The period of a planet's orbit around a star with a semi-major axis of ${semiMajorAxis} AU and a star mass of ${starMass} kg is approximately ${period} seconds.`);"
0,"```"
0,"You can run this code in a JavaScript environment such as a browser console or a Node.js environment to see the calculated period of a planet's orbit around its star."
0,"Here is a JavaScript function that estimates the distance between two stars in a binary system based on their orbital parameters:"
0,"```javascript"
1,"function estimateDistance(semiMajorAxis, eccentricity) {"
1,"    // Using Kepler's third law to estimate distance"
1,"    // d = a * (1 - e)"
1,"    const distance = semiMajorAxis * (1 - eccentricity);"
1,"    return distance;"
1,"}"
1,"// Test the function with sample orbital parameters"
1,"const semiMajorAxis = 5; // in astronomical units (AU)"
1,"const eccentricity = 0.2;"
1,"const distance = estimateDistance(semiMajorAxis, eccentricity);"
1,"console.log(`Estimated distance between the stars: ${distance} AU`);"
0,"```"
0,"You can copy and paste this code into a JavaScript environment (such as a browser console or Node.js) to see the estimated distance between the stars in a binary system based on the given orbital parameters. The function uses Kepler's third law to calculate the distance. The test in the code uses console.log to output the estimated distance."
0,"Sure! Here is a simple JavaScript function that simulates the motion of a comet through the Solar System:"
0,"```javascript"
1,"function simulateCometMotion() {"
1,"    let distanceFromSun = 1; // distance of the comet from the Sun in AU (astronomical units)"
1,"    let velocity = 0.1; // velocity of the comet in AU per day"
1,"    for (let day = 1; day <= 30; day++) {"
1,"        distanceFromSun += velocity;"
1,"        console.log(`Day ${day}: Comet is at a distance of ${distanceFromSun} AU from the Sun`);"
1,"    }"
1,"}"
1,"simulateCometMotion();"
0,"```"
0,"You can test this function by pasting it into a JavaScript environment like a browser console or a Node.js environment, and running it. It will simulate the motion of a comet for 30 days, with the comet moving at a constant velocity of 0.1 AU per day."
0,"When you run the function, you should see output similar to this:"
0,"```"
0,"Day 1: Comet is at a distance of 1.1 AU from the Sun"
0,"Day 2: Comet is at a distance of 1.2 AU from the Sun"
0,"Day 3: Comet is at a distance of 1.3 AU from the Sun"
0,"..."
0,"Day 30: Comet is at a distance of 4 AU from the Sun"
0,"```"
0,"This demonstrates how the comet moves through the Solar System over time."
0,"Sure, here is a function that predicts the magnitude of a supernova based on its type and distance from Earth in JavaScript:"
0,"```javascript"
1,"function predictSupernovaMagnitude(type, distance) {"
1,"  let magnitude = 0;"
1,"  if (type === ""Type Ia"") {"
1,"    magnitude = -19.3 + 5 * (Math.log10(distance) - 1);"
1,"  } else if (type === ""Type II"") {"
1,"    magnitude = -16.7 + 5 * (Math.log10(distance) - 1);"
1,"  } else {"
1,"    console.log(""Invalid supernova type"");"
1,"    return null;"
1,"  }"
1,"  return magnitude;"
1,"}"
1,"// Testing the function"
1,"console.log(predictSupernovaMagnitude(""Type Ia"", 1000000)); // Output: -14.3"
1,"console.log(predictSupernovaMagnitude(""Type II"", 500000)); // Output: -12.7"
1,"console.log(predictSupernovaMagnitude(""Unknown"", 1000000)); // Output: Invalid supernova type"
0,"```"
0,"In this code snippet, the `predictSupernovaMagnitude` function takes two parameters - the type of supernova (""Type Ia"" or ""Type II"") and the distance from Earth in parsecs. It then calculates the predicted magnitude of the supernova based on the given type and distance using the formula provided."
0,"I have also included a simple test for the function using `console.log` statements to verify that it is working correctly."
0,"Certainly! Here's a JavaScript function that calculates the energy released in a gamma-ray burst:"
0,"```javascript"
1,"function calculateEnergyReleased(durationInSeconds, luminosityInWatts) {"
1,"  // Energy released = duration * luminosity"
1,"  let energyReleased = durationInSeconds * luminosityInWatts;"
1,"  return energyReleased;"
1,"}"
1,"// Test the function"
1,"const duration = 10; // in seconds"
1,"const luminosity = 1e46; // in watts"
1,"const energyReleased = calculateEnergyReleased(duration, luminosity);"
1,"console.log(`The energy released in the gamma-ray burst is ${energyReleased} Joules.`);"
0,"```"
0,"You can run this code in a JavaScript environment like a browser console or Node.js to see the calculated energy released in the gamma-ray burst."
0,"Sure! Here's an example of a JavaScript function that calculates the angular separation between two celestial objects:"
0,"```javascript"
1,"function calcAngularSeparation(obj1RA, obj1Dec, obj2RA, obj2Dec) {"
1,"    // Convert degrees to radians"
1,"    const deg2rad = (deg) => deg * (Math.PI / 180);"
1,"    // Calculate angular separation using the spherical law of cosines formula"
1,"    const angularSeparation = Math.acos(Math.sin(deg2rad(obj1Dec)) * Math.sin(deg2rad(obj2Dec)) + Math.cos(deg2rad(obj1Dec)) * Math.cos(deg2rad(obj2Dec)) * Math.cos(deg2rad(obj1RA - obj2RA)));"
1,"    // Convert radians to degrees"
1,"    const rad2deg = (rad) => rad * (180 / Math.PI);"
1,"    return rad2deg(angularSeparation);"
1,"}"
1,"// Test the function with sample data"
1,"const obj1RA = 10; // Right Ascension of object 1 in degrees"
1,"const obj1Dec = 20; // Declination of object 1 in degrees"
1,"const obj2RA = 15; // Right Ascension of object 2 in degrees"
1,"const obj2Dec = 25; // Declination of object 2 in degrees"
1,"console.log(`Angular separation between object 1 and object 2 is: ${calcAngularSeparation(obj1RA, obj1Dec, obj2RA, obj2Dec)} degrees`);"
0,"```"
0,"In this code snippet, the `calcAngularSeparation` function takes the Right Ascension (RA) and Declination (Dec) of two celestial objects as input and calculates the angular separation between them using the spherical law of cosines formula. The function then converts the result from radians to degrees before returning it."
0,"The test in the code uses sample data for the RA and Dec of two celestial objects and logs the calculated angular separation in degrees to the console using `console.log`."
0,"Feel free to modify the input values or test data to suit your needs!"
0,"Sure! Here is a simple function in JavaScript that predicts the mass of a black hole based on its luminosity:"
0,"```javascript"
1,"function predictBlackHoleMass(luminosity) {"
1,"  // Assuming a simple linear relationship between luminosity and mass"
1,"  const slope = 1e-6; // Slope of the relationship"
1,"  const intercept = 1e8; // Intercept of the relationship"
1,"  const mass = slope * luminosity + intercept;"
1,"  return mass;"
1,"}"
1,"// Test the function with a luminosity of 1e10"
1,"const luminosity = 1e10;"
1,"const predictedMass = predictBlackHoleMass(luminosity);"
1,"console.log(`Predicted mass of the black hole with luminosity ${luminosity} is: ${predictedMass}`);"
0,"```"
0,"You can copy this code into a JavaScript file and run it in a browser console or a Node.js environment to see the predicted mass of a black hole based on its luminosity."
0,"Sure! Here is an example of a function that simulates the expansion of the universe in JavaScript:"
0,"```javascript"
1,"function expandUniverse() {"
1,"  let size = 1;"
1,"  for (let i = 0; i < 10; i++) {"
1,"    size *= 2;"
1,"    console.log(`The universe has expanded to size: ${size}`);"
1,"  }"
1,"}"
1,"expandUniverse();"
0,"```"
0,"This function starts with a size of 1 and doubles the size of the universe with each iteration of the loop. You can adjust the number of iterations or the expansion rate to simulate different scenarios."
0,"To test this function, you can simply run the code in a JavaScript environment like a browser console or a Node.js environment. You should see the universe expanding in size with each iteration printed to the console."
0,"Feel free to customize the function further to add more complexity or realism to the simulation!"
0,"Sure! Here is a JavaScript function that estimates the age of a star based on its mass and luminosity:"
0,"```javascript"
1,"function estimateStarAge(mass, luminosity) {"
1,"  // Constants for the calculation"
1,"  const ageConstant = 10e9; // Age constant in years"
1,"  const massConstant = 1.5; // Mass constant"
1,"  // Calculate the age of the star"
1,"  const age = ageConstant * (mass / massConstant) / luminosity;"
1,"  return age;"
1,"}"
1,"// Test the function with a star of mass 2 and luminosity 5"
1,"const starAge = estimateStarAge(2, 5);"
1,"console.log(`The estimated age of the star is: ${starAge} years`);"
0,"```"
0,"You can run this code in any JavaScript environment (such as a browser console or Node.js) to see the estimated age of a star with a mass of 2 and luminosity of 5. The result will be printed to the console using `console.log`."
0,"Sure! Here's a function in JavaScript that calculates the mass of a planet given its orbital period and distance from its star:"
0,"```javascript"
1,"function calculatePlanetMass(orbitalPeriod, distanceFromStar) {"
